ring_size,sign_ms,verify_ms,trace_ms,sig_bytes,anchor_bytes
2,6.148495448724134,6.071322650677757,3.1298632515245117,128,32
4,9.479902900056913,13.083752398961224,7.597659653401934,192,32
8,18.060251248971326,17.82574220051174,8.264902849623468,320,32
16,39.69312014960451,33.36108834919287,28.35424734876142,576,32
32,59.364531698520295,59.142320200044196,27.282446299068397,1088,32
64,116.41993209996144,115.67427900154144,73.96908565060585,2112,32
